алиса поставь будильник в девять тридцать вечера,Ещё не время. Шутка\, пока не умею.,алиса поставь время в девятнадцать тридцать	action.time.alarm.setup
алиса сколько сейчас время в тенге,Простите\, я не могу понять\, где это "в тенге".,алиса сколько сейчас время в тынде	action.time.what_time
алло,Здравствуйте.,поставь будильник на шесть часов утра	action.time.alarm.setup
включи eldarya besturn brooklyn zoo,Включаю: Dirt McGirt\, альбом "Return To The 36 Chambers: The Dirty Version"\, песня "Brooklyn Zoo".,выключи музыку	action.app.music.play_pause
приложение ватсап,WhatsApp Messenger play.google.com,найти вай цап	action.app.messenger
и маме,Если вы дополните предложение\, то я попытаюсь что-нибудь ответить,позвони маме	action.phone.call
какая иностранная группа исполняет песню попкорн,Открываю поиск [ Открывается поиск по запросу <какая иностранная группа исполняет песню попкорн> ],hot butter перевести на русский язык	action.translate
загудели,Моя ваша не понимать,заведи будильник на двенадцать тридцать сегодня	action.time.alarm.setup
слушай алиса,Внимательно слушаю,включи ватсап	action.app.messenger
точное время в топках,В Топках 12 часов дня\, пятница\, 14 декабря.,время в топках	action.time.what_time
алиса,Хеллоу.,позвонить любимому	action.phone.call
алиса будильник утром десять часов,На какое время поставить будильник?,народный десять часов	action.time.alarm.setup
алиса поставь будильник на семь часов	action.time.alarm.setup
давай я буду называть тебя сири,Давайте\, я не против,сири выключи компьютер	action.pc.stop.power_off
пожалуйста открой мне ютуб,"YouTube" — видеохоcтинг youtube.com,открой пожалуйста ютуб	action.app.video
привет алиса,Привет.,посчитай сколько будет от сорока тысяч пять процентов	action.calc
слова русско узбекский,Лет ми спик фром май харт: пойдёмте в Яндекс.Переводчик. Там переводить проще.,узбекские по русски	action.translate
поставь будильник на восемь двадцать	action.time.alarm.setup
поздровление на день рождение подруге полине 14 лет,Одну секунду... [ Открывается поиск по запросу <поздравление на день рождение подруге полине 14 лет> ],сколько сейчас времени по москве	action.time.what_time
расписание электричек на завтра от раменского до казанского вокзала,Ищу для вас ответ [ Открывается поиск по запросу <расписание электричек на завтра от раменского до казанского вокзала> ],разбудить меня в девять утра	action.time.alarm.setup
Поставь таймер,На какое время поставить таймер?,пять минут	action.time.timer.setup
найди айтюнс,Открываю,покажи мне корневую папку где лежит itunes	action.pc.open.open_folder
перезагрузи компьютер затем открой яндекс браузер,Ищу для вас ответ [ Открывается поиск по запросу <перезагрузи компьютер затем открой яндекс браузер> ],перезагрузи компьютер	action.pc.stop.restart_pc
привет,Здравствуйте.,поставь будильник на шесть тридцать	action.time.alarm.setup
радио фм,Открываю: FM.,алиса плей маркет	action.app.other_app
алиса переведи с армянского на русский сава таном дилетант,Лет ми спик фром май харт: пойдёмте в Яндекс.Переводчик. Там переводить проще.,алис переведи с армянского на русский сава таном	action.translate
открой мой компьютер,Вот,открыть мой компьютер	action.pc.open.open_folder
ну пока,До свидания.,сколько будет один минус один	action.calc
сто плюс двести,И что это даст?,двести плюс сто	action.calc
который час в канаде	action.time.what_time
алиса поставь будильник на пятьдесят тридцать,На какое время поставить будильник?,пять часов тридцать минут	action.time.alarm.setup
привет алиса,Хеллоу.,заведи будильник на десять	action.time.alarm.setup
алиса,Привет-привет!,тридцать поставь будильник	action.time.alarm.setup
алиса позвони сестре	action.phone.call
алиса поставь будильник на два часа,Готово\, будильник на сегодня в 2 часа ночи. Не проспите!,алиса отмени будильник	action.time.alarm.cancel
алиса ты оглохла,Давайте сделаем вид\, что вы этого не говорили\, а я этого не слышала. И всё будет по-прежнему.,выключи компьютер	action.pc.stop.power_off
алиса позвони адель на ватсап	action.app.messenger
запусти ютуб в браузере и последнее видео из истории,Что именно вы хотите открыть?,ютуб открой	action.app.video
слушай алиса,Хеллоу.,верни пожалуйста первоначальный экран	action.other
алиса,Хеллоу.,сколько минут осталось до двадцати часов	action.time.what_time
как дела,Теперь\, когда мы снова разговариваем\, намного\, намного лучше. Надеюсь\, у вас тоже всё хорошо.,да нормально открой пожалуйста мне ютуб	action.app.video
в иркутске какой погода,В настоящее время в Иркутске -18\, небольшой снег.,сейчас какое время	action.time.what_time
да,Как приятно найти человека\, который с вами соглашается,будильник на семь часов	action.time.alarm.setup
переход в ждущий режим	action.pc.stop.hibernate
привет,Хеллоу.,алиса сколько будет два плюс два	action.calc
привет алиса,Привет-привет!,приложение зона	action.app.other_app
включай музыку,Включаю вашу радиостанцию.,выключи компьютер	action.pc.stop.power_off
привет алиса,Я здесь.,ватсап включи	action.app.messenger
к чему падает сахар?,Ищу для вас ответ [ Открывается поиск по запросу <к чему падает сахар> ],переведи слово Sykee	action.translate
алиса открой мне рекламу на ютубе,Реклама — Википедия. ru.wikipedia.org,алиса открой мне рекламу на ютубе со звонком	action.app.video
сейчас время в италии	action.time.what_time
алиса заведи будильник на семь утра,Готово\, будильник на завтра в 7 часов утра. Не проспите!,алиса во вторник будильник заведи на семь пятнадцать утра	action.time.alarm.setup
позвонить,Куда вам нужно позвонить?,не знаю посмотри мою маму	action.phone.call
алиса как дела,Отлично. Правда\, немного одиноко.,три плюс девять равно сколько будет	action.calc
смотреть,А что смотреть-то?,позвонить в отдел продаж	action.phone.call
сколько сейчас времени,19:20\, суббота\, 9 февраля.,девятнадцать двадцать это сколько времени	action.time.what_time
kak chasi gremaniya ,Давайте поищем [ Открывается поиск по запросу <kak chasi gremaniya> ],vremina v germani	action.time.what_time
алиса привет,Привет.,позвони мама	action.phone.call
напомни пожалуйста,О чём вам напомнить?,выключить духовку	action.time.calendar
а,А что это значит?,алиса включи яндекс музыку	action.app.music.yandex
как будет по английски плюшевый медведь	action.translate
разделить на 0,Деление на ноль в математике — деление\, при котором делитель равен нулю,Алиса разделить на 0 как сири	action.calc
алиса привет,Я здесь.,поставь пожалуйста будильник на семь ноль ноль	action.time.alarm.setup
алиса как можно перенести слово бля,Сейчас найду [ Открывается поиск по запросу <как можно перенести слово бля> ],как можно перевести глядь глядь	action.translate
наконец то тупая ты сука,Ваше счастье\, что я не злопамятна.,сделай тише	settings.sound.volume_down
