şimdi burada günlerden ne	"şimdi"(calendar_date) "burada"(where) "günlerden"(query_target) ne	what day is here now
şu anda ayın kaçı	"şu anda"(calendar_date) "ayın kaçı"(query_target)	what is the date right now
yarın arife mi	"yarın"(calendar_date) "arife"(check_date) mi	is tomorrow the day before bairam
yarın bayramın birinci günü mü ikinci günü mü	"yarın"(calendar_date) "bayramın birinci günü"(check_date) mü "ikinci günü"(check_date) mü	tomorrow is the first day or bairam or second day of
yarın bayram mı	"yarın"(calendar_date) "bayram"(check_date) mı	is tomorrow bairam
yarın günlerden hangisi	"yarın"(calendar_date) "günlerden"(query_target) hangisi	which day is tomorrow
yarın günlerden ne	"yarın"(calendar_date) "günlerden"(query_target) ne	what day is tomorrow
yarın günlerden neydi	"yarın"(calendar_date) "günlerden"(query_target) "neydi"(tense)	which day was tomorrow
yarın haftanın hangi günü	"yarın"(calendar_date) "haftanın"(query_target) hangi "günü"(query_target)	which day of the week is tomorrow
yarın hangi gün	"yarın"(calendar_date) hangi "gün"(query_target)	what day is tomorrow
yarın kandil mi	"yarın"(calendar_date) "kandil"(check_date) mi	is tomorrow blessed night (special day for muslims)
